objectid,display_template,title,date,location,Publisher,longitude,latitude,subject,editor,creator,note,call_number,provenance,binding_description,local_note
518,record,Der Hinkende Bote,1840,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; schedule of markets ; useful agricultural and domestic information ; stories.,,,,PT19.H6,,Paper wrappers.,
519,record,Der Hinkende Bote,1843,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; market schedule ; railroads ; gardening ; domestic ; horticulture ; short stories.,,,,PT19.H6,,Paper wrappers.,
520,record,Der Hinkende Bote,1845,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; market  ; mail ; and railroad schedules ; stories ; domestic ; gardening ; agricultural information.,,,,PT19.H6,,Paper wrappers.,
521,record,Der Hinkende Bote,1846,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; market ; railroad ; and mail schedules ; useful domestic and garden information.,,,,PT19.H6,,Paper wrappers.,
522,record,Der Hinkende Bote,1847,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; schedule of markets ; railroads ; mail ; stories ; garden and domestic information.,,,,PT19.H6,,Paper wrappers.,
523,record,Der Hinkende Bote,1848,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Schedules of Railroads ; markets ; and mail ; calendar ; gardening and domestic information ; -recipes ; stories.,,,,PT19.H6,,Paper wrappers.,
524,record,Der Hinkende Bote,1849,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; schedule of markets ; railroads ; and mail ; reports on events in major German cities during 1848 revolution.,,,,PT19.H6,,Paper wrappers.,
525,record,Der Hinkende Bote,1850,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; games ; schedule of markets ; mail ; ships ; and railroads ; short stories.,,,,PT19.H6,,Paper wrappers.,
526,record,Der Hinkende Bote,1851,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; short stories ; schedules of markets ; ships ; mail ; railroad. Useful informatioij for gardening ; recipes ; domestic arts.,,,,PT19.H6,,Paper wrappers.,
527,record,Der Hinkende Bote,1853,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; schedule of markets ; mail ; ships ; railroad ; historical reminiscences 1793-1810.,,,,PT19.H6,,Paper wrappers.,
528,record,Der Hinkende Bote,1856,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; science ; short stories ; jokes ; schedule of ships ; railroad ; mail ; markets.,,,,PT19.H6,,Paper wrappers.,
529,record,Der Hinkende Bote,1857,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; short stories ; schedule of mail ; ships ; railroad ; markets.,,,,PT19.H6,,Paper wrappers.,
530,record,Der Hinkende Bote,1859,Offenbach and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; science ; garden and farm information ; short stories ; schedules of mail ; ships ; railroad ; and markets.,,,,PT19.H6,,Paper wrappers.,
531,record,Der Hinkende Bote,1860,Darmstadt and Frankfurt a.M., Jägersche Buchhandlung,,,Calendar ; proverbs ; short stories ; schedule of markets and fairs.,,,,PT19.H6,,Paper wrappers.,
532,record,Der Hinkende Bote,1862,Darmstadt and Frankfurt a.M., Jägersche Buchhandlung,,,Proverbs ; calendar ; schedule of markets and fairs ; gardening and kitchen information ; short stories.,,,,PT19.H6,,Paper wrappers.,
533,record,Der Hinkende Bote,1793,Offenbach and Frankfurt a.M., Heinrich Gottlieb Hauch,,,Calendar ; market schedule ; historical stories.,"Wohlgemuth, Friedrich",,,PT19.H6,,Italian marbled wrappers.,
534,record,Historisch-Genealogischer Kalender,1794,Berlin, Hallische Waisenhaus Buchhandlung,,,Calendar ; history of Brandenburg-Prussia ; royal genealogies ; mail schedule.,,,,PT19.H64,,Printed olive boards; gilt edges.,
535,record,Historisch-Genealogischer Kalender,1818,Berlin, Kön. Preuss Kalender Deputation,,,Calendar ; history of Brazil with engravings ; schedule of mail deliveries ; royal genealogies.,,,Problematic Imagery. Also interesting for exploring conceptions of the non-White world.,PT19.H64,Former owner's stamp: [Lutz]; former owner's inscription: [illegible].,"Rebound. Red cloth boards, gilt-edged.",
536,record,Historisch-Genealogischer Kalender,1819,Berlin, Kön. Preuss Kalender Deputation,,,Calendar ; history of Prussian Rhineland ; schedule of mail deliveries ; royal genealogies.,,,,PT19.H64,,"Rebound. Red cloth boards, gilt-edged.",
537,record,Historisch-Genealogischer Kalender,1795,Braunschweig, Schulbuchhandlung,,,Calendar ; royal genealogies ; historical stories of Ludwig the German and his families.,"Schlenkert, F. C.",,,PT19.H645,,Printed green boards; gilt edges; placard marbled inside covers.,
538,record,Historisch-Genealogischer Kalender,1796,Braunschweig, Schulbuchhandlung,,,Calendar ; royal genealogies ; German history from Otto the Great to Rudolf von Habsburg 973-1293.,,,,PT19.H645,Former owner's stamp: 1796.,Red cloth; gilt edges. Rebound.,
539,record,Historisch-Mahlerisches Taschenbuch von und für Oesterreich,1804,Wien, J. V. Degen,,,Calendar ; detailed history of Habsburg Empire and its rulers.,,,,PT19.H65,,Decorated blue boards; gilt edges,
540,record,Historisches Taschenbuch.,1789,Berlin, Haude und Spener,,,History of Seven Years' War in Germany ; 1756-1763.,,,Great map of Territory in 1789,PT19.H69 c.1,,1/2 calf with marbled brown boards.,
541,record,Historisches Taschenbuch.,1789,Berlin, Carl Spener,,,History of Seven Years' War in Germany ; 1756-1763; additional calendar ; almanac material to copy 1.,,,Great map of Territory in 1789,PT19.H69 c.2,,Gold tooled tan paper over boards; gilt edges.,
542,record,Hortensia. Ein Taschenbuch für Damen,1811,Berlin, Kunst- und Industrie Comptoir,,,Games ; poetry ; essays ; stories.,"Kuhn, August.","Rochlitz, Fr.; Brachmann, Louise; Kind, F.; Gubitz, F. W.; Langbein, H. F. E.; Kuhn, A.; Buri.",,PT19.H78,,Illustrated pink boards; gilt edged. ,
543,record,Hortensia. Ein Taschenbuch für Damen,1827,Berlin, Pauli'sche Buchhandlung,,,Drama ; musical scores ; essays ; poetry ; list of subscribers.,,,,PT19.H78,Fomer owner's stamp: Lincke. ,"Tooled, decorated pink cloth over boards",
544,record,Huldigung der Frauen.,1824,Leipzig, Industrie Comptoir,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Brachmann, Louise; Fechner; Deinhardstein; Haug; Seidl; Castelli, J. F.; Jeiteles; Feuchtersleben; Saphir; Wolf.",,PT19.H88 v.2,,Tan paper over boards; gilt edges; colored flower on final leaf.,
545,record,Huldigung der Frauen.,1825,Leipzig, Industrie Comptoir,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Brachmann, Louise; Crönau; Bauernfeld; Kind; Rückert; Castelli; Jeiteles; Haug; Mayerhofer; Saphir.",,PT19.H88 v.3,,Red paper over boards; gilt edges; red slipcase.,
546,record,Huldigung der Frauen.,1826,Leipzig, Industrie Comptoir,,,Poetry ; novellas ; essays ; stories.,"Castelli, J. F.",Castelli; Langer; Feuchtersleben; Krug v. Nidda; Seidl; Jeiteles; Weidmann; Haug; Rückert.,,PT19.H88 v.4,,Bright orange paper over boards; gilt edges; bright orange slip case.,
547,record,Huldigung der Frauen.,1827,Wien, Tendler und v. Manstein,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Kuffner; Schefer, Leopold; Auersberg; Weidmann; Zedlitz; May, Sophie; Holzmeister, S.; Told; Wenzig.",,PT19.H88 v.5,,Rebound. 1/2 cloth with original pink boards.,
548,record,Huldigung der Frauen.,1828,Wien, Tendler und v. Manstein,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Kruse, L.; Nell, F.; Feuchtersleben; Lessing; Rückert; Montecucolli; Auersberg; Haug; Mayrhofer; Seidl.",,PT19.H88 v.6,,"Pink boards, gilt-edged.",
549,record,Huldigung der Frauen.,1829,Wien, Fr. Tendler ,,,Poetry ; essays ; stories ; novel.,"Castelli, J. F.","Hammer, J.; Kuffner; Haug; Mayrhofer; Seidl; Kruse, L.; Auersberg; Jeiteles; Rückert.",,PT19.H88 v.7,,"Tooled, decorated blue cloth over boards; gilt edges.",
550,record,Huldigung der Frauen.,1831,Wien, Fr. Tendler ,,,Poetry ; essays.,"Castelli, J. F.","Benedickt; Kruse; Castelli; Franck; Hammer, J. V.; Bauernfeld; Stierle-Holzmeister.",,PT19.H88 v.9,,Green boards; green slipcase.,
551,record,Huldigung der Frauen.,1832,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Castelli; Kruse, L.; Hammer; Manfred; Vogl, J.; Bauernfeld; Braun v. Braunthal; Jeiteles; Gustav Schwab.",,PT19.H88 v.10,,Pale violet boards with embossed design; gilt edges. Pale blue slipcase.,
552,record,Huldigung der Frauen.,1833,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Beck, Louise; Schumacher, A.; Bauernfeld; Hell, Th.; Seidl; Kruse; Anschütz, Ed.; Braun v. Braunthal; Mayrhofer; Vogl.",,PT19.H88 v.11,,Brown wrappers.,
553,record,Huldigung der Frauen.,1834,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays ; stories.,"Castelli, J. F.","Beck, Louise; Bauernfeld; Seidl; Vogl; Fitzinger; Meynert, H.; Manfred; Tschabuschnigg; Müller, C. F.",,PT19.H88 v.12,,Embossed green paper over boards; gilt edges.,
554,record,Huldigung der Frauen.,1835,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Beck, Louise; Langer; Kaltenbrunner; Seidl; Treitschke; Castelli; Straube; Laube; Tschabuschnigg; Vogel.",,PT19.H88 v.13,,Decorated blue-gray paper over over boards; gilt edges.,
555,record,Huldigung der Frauen.,1836,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Beck, Louise; Bauernfeld; Chamisso; Lenau; Tschabuschnigg; Langer, J.; Castelli; Frank; Seidl; Vogl.",,PT19.H88 v.14,,Decorated pink paper over over boards; gilt edges.,
556,record,Huldigung der Frauen.,1837,Wien, Fr. Tendler ,,,Poetry ; novellas ; essays ; stories.,"Castelli, J. F.","Beck, Louise; Straub, E.; Braun v. Braunthal; Seidl, J. G.; Vogl, J. N.; Stegmayer, Carl; Duld, F. X.; Fitzinger; Tschabuschnigg.",,PT19.H88 v.15,Former owner's inscription: Lincke.,Spattered brown paste paper over boards; red edges.,
557,record,Huldigung der Frauen.,1839,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,"Castelli, J. F.",Beck; Straube; Feuchtersleben; Seidl; Vogl.,,PT19.H88 v.17,,"Gilt decorated light blue paper over boards; 1/4 cloth, partially rebound.",
558,record,Huldigung der Frauen.,1840,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Castelli; Fitzinger; Körber; Öser; Silesius; Beck, Louise; Frank; Liberlud; Seidl; Vogl. ",,PT19.H88 v.18,,Decorated purple paper over boards; gilt edges.,
559,record,Huldigung der Frauen.,1841,Wien, Tendler & Schäfer,,,Poetry ; novellas ; fable.,"Castelli, J. F.","Castelli; Schindler, A.; Bauernfeld; Grillparzer; Seidl; Beck, Louise; Straube, E.; Feuchtersleben; Levitschnigg; Vogl.",,PT19.H88 v.19,,"Blue paper over boards; gilt edges; 1/4 cloth, partially rebound.",
560,record,Huldigung der Frauen.,1842,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Beck, Louise; Castelli; Löwe, Ludwig; Prechtler, O.; Seidl, J. G.; Schindler, J.; Fitzinger, Franz; Mayrhofer, J.; Langer, K.; Vogl, J. N.",,PT19.H88 v.20,,"Cream paper over boards; gilt edges; 1/4 white cloth, partially rebound.",
561,record,Huldigung der Frauen.,1844,Wien, Tendler & Schäfer,,,Poetry ; novellas ; essays.,"Castelli, J. F.","Beck, Louise; Meynert; Frankl; Lenau; Seidl; Castelli; Dingelstedt; Grillparzer; Levitschnigg; Löwe.",,PT19.H88 v.22,,White paper over boards; gilt edges.,
562,record,Huldigung der Frauen.,1845,Wien, Franz Tendler,,,Poetry ; novellas ; essays.,"Castelli, J. F.",Castelli; Schimmer; Fitzinger; Hannusch; Vogl; Schindler; Dingelstedt; Grillparzer; Seidl; Witthauer.,,PT19.H88 v.23,,Pink cloth over boards; gilt edges.,
563,record,Huldigung der Frauen.,1846,Wien, Franz Tendler,,,Poetry ; novellas.,"Castelli, J. F.",Anschütz; Langer; Moshammer; Vogl; Castelli; Levitzschnigg; Seidl; Ziegler.,,PT19.H88 v.24,,Decorated white paper over boards; gilt edges; 1/4 black cloth.,
564,record,Huldigung der Frauen.,1847,Wien, Tendler & Comp.,,,Poetry ; novellas; essays ; fables.,"Castelli, J. F.","Andersen, H. C.; Dingelstedt; Deinhardstein; Frankl; Seidl; Castelli; Bauernfeld; Dräxler-Manfred; Schilling; Vogl.",,PT19.H88 v.25,,Gilt tooled green cloth over boards; gilt edges.,
565,record,Huldigung der Frauen.,1848,Wien, Tendler & Comp.,,,Poetry ; novellas ; essays.,"Castelli, J. F.",Castelli; Scheyrer; Bauernfeld; Dräxler-Manfred; Grillparzer; Herbel; Anschütz; Dingelstedt; Frankl; Seidl.,,PT19.H88 v.26,,"Gilt tooled blue cloth over boards; gilt edges; 1/4 blue cloth, partially rebound.",
566,record,Hyperion-Almanach,1910,München, Hyperion Verlag,,,Calendar ; novellas ; essays.,,"Blei; v. Hoffmannsthal; Sternheim; Bahr; Verhären, Emilie; Rilke; Brod; Chesterton; Gide; Dehmel.","Amazing art work featured by famous artists (Van Gogh, Klimt, et al.)",PT19.H95 v.1,,Gilt tooled slate paper over boards.,
567,record,Hyperion-Almanach,1911,München, Hyperion Verlag,,,Calendar ; poetry ; novellas ; essays,,"Vollmöller; von Scholz; Kolb, Annette; Blei; Bauer, L.; Martens, Kurt.",Amazing art work featured by famous artists.,PT19.H95 v.2,,Gilt tooled green paper over boards.,
568,record,Iduna Almanach. Frohen Erheiterungen Gewidmet.,1833,Wien, Pfautsch's Verlag,,,Calendar ; poetry ; essays ; schedules of markets ; mail ; currencies.,,,,PT19.I23,Former owner's inscription: [illegible].,Embossed and gold tooled purple paper over boards; gilt edges; embossed and gold tooled green slip case.,
569,record,Iduna Almanach. Frohen Erheiterungen Gewidmet.,1832,Wien, Pfautsch's Verlag,,,Calendar ; poetry ; legends ; stories ; market and mail schedules ; currency tables ; birthdays.,,,,PT19.I23,Former owner's inscription: [illegible].,Embossed and gold tooled pink paper over boards; gilt edges; tooled pink slip case.,
570,record,Iduna Taschenbuch. Edlen Frauen und Maedchen gewidmet.,1837,Wien und Leipzig, Friedrich Wilhelm Pfautsch,,,Calendar ; novellas ; essays ; schedule of markets ; mail ; birthdays.,,"Langer, J.; Dräxler-Manfred; Fitzinger; Vogl; v. Körber; Hannusch, J. J.",,PT19.I23 v.17,,Embossed and gold tooled yello paper over boards; gilt edges.,
571,record,Rheinisches Taschenbuch.,1810,Darmstadt, Carl Wilhelm Leske,,,Calendar ; genealogies ; history.,,"Schmidt, J. E. C.; v. Haupt, Th.; Schleiermacher.",,PT19.R5 v.1,Former owner's inscription: [illegible].,Red paper over boards; gilt edges. ,
572,record,Rheinisches Taschenbuch.,1811,Darmstadt, Carl Wilhelm Leske,,,Genealogy ; historical essays ; novellas ; stories.,,"Wagner, F. L.; Kotzebue, A. v.; Reinbeck; Schmidt, J. E. C.; Weisser-Zadig.",,PT19.R5 v.2,,Morocco wallet case with back pocket; gloster marbled end papers; gilt edges. ,
573,record,Rheinisches Taschenbuch.,1812,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; fables ; stories.,,"Schiller; Kind; Weisser; Justi; Rau, G. L.",,PT19.R5 v.3,,Green paper over boards; gilt edges.,
574,record,Rheinisches Taschenbuch.,1814,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; stories ; novellas.,,"Justi, K. W.; De La Motte Fouque; Rau, G. L.; Kind, F.; Reinbeck.",,PT19.R5 v.5,,Blue decorated paper over boards; gilt edges.,
575,record,Rheinisches Taschenbuch.,1815,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; fables ; stories.,,"Justi; Weisser; Reinbeck; Seibertz, J. S.; Schütze; La Fontaine.",,PT19.R5 v.6,,Cyan paper over boards; gilt edges.,
576,record,Rheinisches Taschenbuch.,1816,Darmstadt, Heyer & Leske,,,Novellas ; stories ; historical essays.,,"Seibertz; De la Motte Fouque; Cäcilie; Dieffenbach, P.; La Fontaine; Beauregard-Paudin.",,PT19.R5 v.7,,Tooled brown paper over boards; gilt edges.,
577,record,Rheinisches Taschenbuch.,1817,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; stories.,,"Dieffenbach; Horn, Franz; Reinbeck; Brachmann, Louise; De la Motte Fouque; Cäcilie.",,PT19.R5 v.8,,Yellow paper over boards; gilt edges.,
578,record,Rheinisches Taschenbuch.,1818,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; stories.,,"Dieffenbach; Horn, Franz; Reinbeck; Prätzel, K. G.; De la Motte Fouque; Cäcilie.",,PT19.R5 v.9,,Orange paper over boards; gilt edges.,
579,record,Rheinisches Taschenbuch.,1819,Darmstadt, Heyer & Leske,,,Genealogy ; historical essays ; novellas ; stories.,,"Pandin, Beauregard; Krug v. Nidda; Reinbeck; De la Motte Fouque; Prätzel, K. G.; Cäcilie.",,PT19.R5 v.10,,Red and gray paper with fabric within; gilt edges.,
580,record,Rheinisches Taschenbuch.,1820,Darmstadt, Heyer & Leske,,,Genealogy ; stories ; novellas.,,Conz; Contessa; Krug v. Nidda; Prätzel; Brachmann; Cäcilie.,,PT19.R5 v.11,,Decorated white paper over boards; gilt edges.,
581,record,Rheinisches Taschenbuch.,1821,Darmstadt, Heyer & Leske,,,Genealogy ; novellas ; stories.,,"Conz; Prätzel; Pandin, Beauregard; Cäcilie; Krug v. Nidda; v. Maltitz.",,PT19.R5 v.12,,Dark blue paper over boards with white engraving; gilt edges.,
582,record,Rheinisches Taschenbuch.,1822,Frankfurt a.M., J. David Sauerländer,,,Genealogy of reigning German monarchs ; story of King Wilhelm of Wuerttemberg ; essays ; stories.,,"Adrian; Hufnagel; Brachmann, Louise; Hoffmann, E. T. A.; Zschokke.",,PT19.R5 v.13,Former owner's inscription: [J. E. Lourad].,Decorated brown paper over boards; gilt edges.,
583,record,Rheinisches Taschenbuch.,1823,Frankfurt a.M., J. David Sauerländer,,,Genealogy of the reigning European monarchs ; stories.,,"Laun, Friedrich; Schopenhauer, Johanna; Krug v. Nidda.",,PT19.R5 v.14,Former owner's inscription: [J. E. Lourad].,Decorated gray paper over boards; gilt edges.,
584,record,Rheinisches Taschenbuch.,1824,Frankfurt a.M., J. David Sauerländer,,,Stories ; anecdotes ; biographies ; genealogies of reigning European monarchs.,Adrian,"Scott, Walter; Schopenhauer, Johanna; Adrian; Zschokke; Starklof, L.; Laun; Dieffenbach.",,PT19.R5 v.15,,Decorated gray paper over boards; gilt edges.,
585,record,Rheinisches Taschenbuch.,1825,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories ; essays ; genealogy of reigning European monarchs.,Adrian,"Adrian; Linde; Schopenhauer, J.; v. Gerstenbergk, F.",,PT19.R5 v.16,,Pink paper over boards; gilt edges. ,
586,record,Rheinisches Taschenbuch.,1826,Frankfurt a.M., J. David Sauerländer,,,Novellas ; essays.,Adrian,"Adrian; Schopenhauer, J.; Starklof, L.",,PT19.R5 v.17,,Pink paper over boards; gilt edges. ,
587,record,Rheinisches Taschenbuch.,1827,Frankfurt a.M., J. David Sauerländer,,,Novellas ; essays ; sketches.,Adrian,"Schopenhauer, J.; Adrian; v. Gerstenbergk, F.",,PT19.R5 v.18,Former owner's inscription: Julie Louise [Elitzsch],Tooled pink paper over boards; gilt edges.,
588,record,Rheinisches Taschenbuch.,1828,Frankfurt a.M., J. David Sauerländer,,,Genealogy of reigning European monarchs ; novellas ; stories ; sketches.,Adrian,"Adrian; v. Tromlitz, A.; Schopenhauer, J.; Spindler, C.",,PT19.R5 v.19,,Pink paper over boards; gilt edges. ,
589,record,Rheinisches Taschenbuch.,1829,Frankfurt a.M., J. David Sauerländer,,,Novellas ; stories.,Adrian,"Starklof; Schopenhauer, J.; Spindler; Adrian.",,PT19.R5 v.20,,Embossed green paper over boards; gilt edges.,
590,record,Rheinisches Taschenbuch.,1830,Frankfurt a.M., J. David Sauerländer,,,Stories.,Adrian,"Lohmann, Fr.; Kruse, L.; Schopenhauer, J.",,PT19.R5 v.21,,Embossed green paper over boards; gilt edges.,
591,record,Rheinisches Taschenbuch.,1831,Frankfurt a.M., J. David Sauerländer,,,Stories.,Adrian,"Zschokke; Adrian; Döring, G.; Lohmann, Fr.; Blumenhagen.",,PT19.R5 v.22,,Pink cloth over boards; gilt edges.,
